level_id_ref,level_idx,session_date,created_at_ref,expiry_at_ref,side_ref,level_ref,touched_at_ref,norm_level_id,level_id_codex,level_index,level_session,created_at_codex,expiry_at_codex,sess_date,year,side_codex,sign,level_codex,touched_at_codex,anchor,cutoff,entry_allowed,has_anchor,has_cutoff,_merge
385_lower,385,2019-07-02,2019-07-02 10:30:00-04:00,2019-07-30 10:30:00-04:00,lower,7733.395958475593,,385_lower,,,,,,,,,,,,,,,,,left_only
3_lower,3,2018-01-05,2018-01-05 10:30:00-05:00,2018-02-02 10:30:00-05:00,lower,6589.430869515596,,3_lower,,,,,,,,,,,,,,,,,left_only
402_upper,402,2019-07-25,2019-07-25 10:30:00-04:00,2019-08-22 10:30:00-04:00,upper,8058.523286248057,,402_upper,,,,,,,,,,,,,,,,,left_only
403_upper,403,2019-07-26,2019-07-26 10:30:00-04:00,2019-08-23 10:30:00-04:00,upper,8070.194067203323,,403_upper,,,,,,,,,,,,,,,,,left_only
404_upper,404,2019-07-29,2019-07-29 10:30:00-04:00,2019-08-26 10:30:00-04:00,upper,8094.0921758542445,,404_upper,,,,,,,,,,,,,,,,,left_only
405_upper,405,2019-07-30,2019-07-30 10:30:00-04:00,2019-08-27 10:30:00-04:00,upper,8015.738037496052,,405_upper,,,,,,,,,,,,,,,,,left_only
406_upper,406,2019-07-31,2019-07-31 10:30:00-04:00,2019-08-28 10:30:00-04:00,upper,8042.2530398985855,,406_upper,,,,,,,,,,,,,,,,,left_only
407_upper,407,2019-08-01,2019-08-01 10:30:00-04:00,2019-08-29 10:30:00-04:00,upper,8015.697625183382,,407_upper,,,,,,,,,,,,,,,,,left_only
408_upper,408,2019-08-02,2019-08-02 10:30:00-04:00,2019-08-30 10:30:00-04:00,upper,7849.205343037942,,408_upper,,,,,,,,,,,,,,,,,left_only
40_upper,40,2018-02-27,2018-02-27 10:30:00-05:00,2018-03-27 10:30:00-04:00,upper,7057.28680551017,2018-03-09 08:36:00-05:00,40_upper,40:upper,40.0,2018-02-27,2018-02-27 10:30:00-05:00,2018-03-27 10:30:00-04:00,2018-03-09,2018.0,upper,-1.0,7057.28680551017,2018-03-09 10:08:00-05:00,35.0,2018-03-09 15:00:00-05:00,True,True,True,both
411_lower,411,2019-08-07,2019-08-07 10:30:00-04:00,2019-09-04 10:30:00-04:00,lower,7306.843216971653,,411_lower,,,,,,,,,,,,,,,,,left_only
41_upper,41,2018-02-28,2018-02-28 10:30:00-05:00,2018-03-28 10:30:00-04:00,upper,7013.153575857334,2018-03-08 20:09:00-05:00,41_upper,41:upper,41.0,2018-02-28,2018-02-28 10:30:00-05:00,2018-03-28 10:30:00-04:00,2018-03-09,2018.0,upper,-1.0,7013.153575857334,2018-03-08 20:22:00-05:00,39.75,2018-03-09 15:00:00-05:00,True,True,True,both
424_lower,424,2019-08-26,2019-08-26 10:30:00-04:00,2019-09-23 10:30:00-04:00,lower,7451.116304741639,,424_lower,,,,,,,,,,,,,,,,,left_only
426_lower,426,2019-08-28,2019-08-28 10:30:00-04:00,2019-09-25 10:30:00-04:00,lower,7433.287910838972,,426_lower,,,,,,,,,,,,,,,,,left_only
430_lower,430,2019-09-03,2019-09-03 10:30:00-04:00,2019-10-01 10:30:00-04:00,lower,7525.667041445699,,430_lower,,,,,,,,,,,,,,,,,left_only
437_upper,437,2019-09-12,2019-09-12 10:30:00-04:00,2019-10-10 10:30:00-04:00,upper,8038.999972389072,,437_upper,,,,,,,,,,,,,,,,,left_only
438_upper,438,2019-09-13,2019-09-13 10:30:00-04:00,2019-10-11 10:30:00-04:00,upper,7992.697172779486,,438_upper,,,,,,,,,,,,,,,,,left_only
442_upper,442,2019-09-19,2019-09-19 10:30:00-04:00,2019-10-17 10:30:00-04:00,upper,8010.912968286512,,442_upper,,,,,,,,,,,,,,,,,left_only
452_lower,452,2019-10-03,2019-10-03 10:30:00-04:00,2019-10-31 10:30:00-04:00,lower,7410.73054794763,,452_lower,,,,,,,,,,,,,,,,,left_only
455_lower,455,2019-10-08,2019-10-08 10:30:00-04:00,2019-11-05 10:30:00-05:00,lower,7571.675192063725,,455_lower,,,,,,,,,,,,,,,,,left_only
457_lower,457,2019-10-10,2019-10-10 10:30:00-04:00,2019-11-07 10:30:00-05:00,lower,7606.948962922888,,457_lower,,,,,,,,,,,,,,,,,left_only
458_lower,458,2019-10-11,2019-10-11 10:30:00-04:00,2019-11-08 10:30:00-05:00,lower,7767.656355953588,,458_lower,,,,,,,,,,,,,,,,,left_only
459_lower,459,2019-10-14,2019-10-14 10:30:00-04:00,2019-11-11 10:30:00-05:00,lower,7776.342570383814,,459_lower,,,,,,,,,,,,,,,,,left_only
45_upper,45,2018-03-06,2018-03-06 10:30:00-05:00,2018-04-04 10:30:00-04:00,upper,6989.60835460164,2018-03-08 19:00:00-05:00,45_upper,45:upper,45.0,2018-03-06,2018-03-06 10:30:00-05:00,2018-04-04 10:30:00-04:00,2018-03-08,2018.0,upper,-1.0,6989.60835460164,2018-03-08 18:04:00-05:00,,,False,False,False,both
460_lower,460,2019-10-15,2019-10-15 10:30:00-04:00,2019-11-12 10:30:00-05:00,lower,7803.669387351798,,460_lower,,,,,,,,,,,,,,,,,left_only
466_lower,466,2019-10-23,2019-10-23 10:30:00-04:00,2019-11-20 10:30:00-05:00,lower,7800.46283358277,,466_lower,,,,,,,,,,,,,,,,,left_only
467_lower,467,2019-10-24,2019-10-24 10:30:00-04:00,2019-11-21 10:30:00-05:00,lower,7873.195271747989,,467_lower,,,,,,,,,,,,,,,,,left_only
468_lower,468,2019-10-25,2019-10-25 10:30:00-04:00,2019-11-22 10:30:00-05:00,lower,7857.827384389115,,468_lower,,,,,,,,,,,,,,,,,left_only
46_upper,46,2018-03-07,2018-03-07 10:30:00-05:00,2018-04-05 10:30:00-04:00,upper,6945.66025015068,2018-03-08 02:11:00-05:00,46_upper,46:upper,46.0,2018-03-07,2018-03-07 10:30:00-05:00,2018-04-05 10:30:00-04:00,2018-03-08,2018.0,upper,-1.0,6945.66025015068,2018-03-08 01:37:00-05:00,5.0,2018-03-08 15:00:00-05:00,True,True,True,both
471_lower,471,2019-10-30,2019-10-30 10:30:00-04:00,2019-11-27 10:30:00-05:00,lower,7980.506959032024,,471_lower,,,,,,,,,,,,,,,,,left_only
472_lower,472,2019-10-31,2019-10-31 10:30:00-04:00,2019-11-28 10:30:00-05:00,lower,8014.375029373597,,472_lower,,,,,,,,,,,,,,,,,left_only
473_lower,473,2019-11-01,2019-11-01 10:30:00-04:00,2019-11-29 10:30:00-05:00,lower,8060.451401994633,,473_lower,,,,,,,,,,,,,,,,,left_only
474_lower,474,2019-11-04,2019-11-04 10:30:00-05:00,2019-12-02 10:30:00-05:00,lower,8160.973261955513,,474_lower,,,,,,,,,,,,,,,,,left_only
475_lower,475,2019-11-05,2019-11-05 10:30:00-05:00,2019-12-03 10:30:00-05:00,lower,8150.252189786767,,475_lower,,,,,,,,,,,,,,,,,left_only
476_lower,476,2019-11-06,2019-11-06 10:30:00-05:00,2019-12-04 10:30:00-05:00,lower,8141.41588715935,,476_lower,,,,,,,,,,,,,,,,,left_only
478_lower,478,2019-11-08,2019-11-08 10:30:00-05:00,2019-12-06 10:30:00-05:00,lower,8140.516929289053,,478_lower,,,,,,,,,,,,,,,,,left_only
479_lower,479,2019-11-11,2019-11-11 10:30:00-05:00,2019-12-09 10:30:00-05:00,lower,8160.421875584361,,479_lower,,,,,,,,,,,,,,,,,left_only
47_upper,47,2018-03-08,2018-03-08 10:30:00-05:00,2018-04-06 10:30:00-04:00,upper,7017.325979440954,2018-03-08 20:26:00-05:00,47_upper,47:upper,47.0,2018-03-08,2018-03-08 10:30:00-05:00,2018-04-06 10:30:00-04:00,2018-03-09,2018.0,upper,-1.0,7017.325979440954,2018-03-08 20:33:00-05:00,39.75,2018-03-09 15:00:00-05:00,True,True,True,both
48_lower,48,2018-03-09,2018-03-09 10:30:00-05:00,2018-04-09 10:30:00-04:00,lower,6984.070799723797,2018-03-19 01:09:00-04:00,48_lower,48:lower,48.0,2018-03-09,2018-03-09 10:30:00-05:00,2018-04-09 10:30:00-04:00,2018-03-19,2018.0,lower,1.0,6970.070799723797,2018-03-19 04:20:00-04:00,9.75,2018-03-19 15:00:00-04:00,True,True,True,both
48_upper,48,2018-03-09,2018-03-09 10:30:00-05:00,2018-04-09 10:30:00-04:00,upper,7114.554200276203,2018-03-09 15:28:00-05:00,48_upper,48:upper,48.0,2018-03-09,2018-03-09 10:30:00-05:00,2018-04-09 10:30:00-04:00,2018-03-09,2018.0,upper,-1.0,7121.554200276203,2018-03-09 15:50:00-05:00,36.25,,False,True,False,both
494_upper,494,2019-12-02,2019-12-02 10:30:00-05:00,2020-01-02 10:30:00-05:00,upper,8505.952917912762,2019-12-12 18:55:00-05:00,494_upper,494:upper,494.0,2019-12-02,2019-12-02 10:30:00-05:00,2020-01-02 10:30:00-05:00,2019-12-12,2019.0,upper,-1.0,8505.952917912762,2019-12-12 18:07:00-05:00,,,False,False,False,both
495_lower,495,2019-12-03,2019-12-03 10:30:00-05:00,2020-01-03 10:30:00-05:00,lower,8119.823042081527,,495_lower,,,,,,,,,,,,,,,,,left_only
496_lower,496,2019-12-04,2019-12-04 10:30:00-05:00,2020-01-06 10:30:00-05:00,lower,8231.5060671518,,496_lower,,,,,,,,,,,,,,,,,left_only
497_lower,497,2019-12-05,2019-12-05 10:30:00-05:00,2020-01-07 10:30:00-05:00,lower,8228.904242564004,,497_lower,,,,,,,,,,,,,,,,,left_only
498_upper,498,2019-12-06,2019-12-06 10:30:00-05:00,2020-01-08 10:30:00-05:00,upper,8437.348242154314,2019-12-12 09:38:00-05:00,498_upper,498:upper,498.0,2019-12-06,2019-12-06 10:30:00-05:00,2020-01-08 10:30:00-05:00,2019-12-12,2019.0,upper,-1.0,8437.348242154314,2019-12-11 20:38:00-05:00,10.75,2019-12-12 15:00:00-05:00,True,True,True,both
4_upper,4,2018-01-08,2018-01-08 10:30:00-05:00,2018-02-05 10:30:00-05:00,upper,6700.852925468027,2018-01-09 08:26:00-05:00,4_upper,4:upper,4.0,2018-01-08,2018-01-08 10:30:00-05:00,2018-02-05 10:30:00-05:00,2018-01-09,2018.0,upper,-1.0,6700.852925468027,2018-01-09 07:29:00-05:00,6.0,2018-01-09 15:00:00-05:00,True,True,True,both
500_lower,500,2019-12-10,2019-12-10 10:30:00-05:00,2020-01-10 10:30:00-05:00,lower,8281.572827475178,,500_lower,,,,,,,,,,,,,,,,,left_only
501_lower,501,2019-12-11,2019-12-11 10:30:00-05:00,2020-01-13 10:30:00-05:00,lower,8310.071175849622,,501_lower,,,,,,,,,,,,,,,,,left_only
502_lower,502,2019-12-12,2019-12-12 10:30:00-05:00,2020-01-14 10:30:00-05:00,lower,8286.849960306954,,502_lower,,,,,,,,,,,,,,,,,left_only
502_upper,502,2019-12-12,2019-12-12 10:30:00-05:00,2020-01-14 10:30:00-05:00,upper,8544.400039693046,2019-12-13 05:31:00-05:00,502_upper,502:upper,502.0,2019-12-12,2019-12-12 10:30:00-05:00,2020-01-14 10:30:00-05:00,2019-12-13,2019.0,upper,-1.0,8544.400039693046,2019-12-13 05:35:00-05:00,34.75,2019-12-13 15:00:00-05:00,True,True,True,both
503_lower,503,2019-12-13,2019-12-13 10:30:00-05:00,2020-01-15 10:30:00-05:00,lower,8394.721940473155,,503_lower,,,,,,,,,,,,,,,,,left_only
503_upper,503,2019-12-13,2019-12-13 10:30:00-05:00,2020-01-15 10:30:00-05:00,upper,8594.903059526845,2019-12-16 09:45:00-05:00,503_upper,503:upper,503.0,2019-12-13,2019-12-13 10:30:00-05:00,2020-01-15 10:30:00-05:00,2019-12-16,2019.0,upper,-1.0,8594.153059526845,2019-12-16 09:42:00-05:00,34.0,2019-12-16 15:00:00-05:00,True,True,True,both
504_lower,504,2019-12-16,2019-12-16 10:30:00-05:00,2020-01-16 10:30:00-05:00,lower,8515.446155899455,,504_lower,,,,,,,,,,,,,,,,,left_only
505_lower,505,2019-12-17,2019-12-17 10:30:00-05:00,2020-01-17 10:30:00-05:00,lower,8559.815917790645,,505_lower,,,,,,,,,,,,,,,,,left_only
506_lower,506,2019-12-18,2019-12-18 10:30:00-05:00,2020-01-20 10:30:00-05:00,lower,8568.946252608459,,506_lower,,,,,,,,,,,,,,,,,left_only
507_lower,507,2019-12-19,2019-12-19 10:30:00-05:00,2020-01-21 10:30:00-05:00,lower,8573.82071699086,,507_lower,,,,,,,,,,,,,,,,,left_only
508_lower,508,2019-12-20,2019-12-20 10:30:00-05:00,2020-01-22 10:30:00-05:00,lower,8649.44522723123,,508_lower,,,,,,,,,,,,,,,,,left_only
50_upper,50,2018-03-13,2018-03-13 10:30:00-04:00,2018-04-11 10:30:00-04:00,upper,7253.258907181564,,50_upper,,,,,,,,,,,,,,,,,left_only
510_lower,510,2019-12-24,2019-12-24 10:30:00-05:00,2020-01-24 10:30:00-05:00,lower,8668.39185364759,,510_lower,,,,,,,,,,,,,,,,,left_only
513_lower,513,2019-12-30,2019-12-30 10:30:00-05:00,2020-01-29 10:30:00-05:00,lower,8647.401660632127,,513_lower,,,,,,,,,,,,,,,,,left_only
516_lower,516,2020-01-06,2020-01-06 10:30:00-05:00,2020-02-03 10:30:00-05:00,lower,8646.680846929998,,516_lower,,,,,,,,,,,,,,,,,left_only
518_lower,518,2020-01-08,2020-01-08 10:30:00-05:00,2020-02-05 10:30:00-05:00,lower,8785.792265578086,,518_lower,,,,,,,,,,,,,,,,,left_only
51_upper,51,2018-03-14,2018-03-14 10:30:00-04:00,2018-04-12 10:30:00-04:00,upper,7167.822537966356,,51_upper,,,,,,,,,,,,,,,,,left_only
52_upper,52,2018-03-15,2018-03-15 10:30:00-04:00,2018-04-13 10:30:00-04:00,upper,7136.969520629686,,52_upper,,,,,,,,,,,,,,,,,left_only
531_lower,531,2020-01-27,2020-01-27 10:30:00-05:00,2020-02-24 10:30:00-05:00,lower,8854.09574134112,,531_lower,,,,,,,,,,,,,,,,,left_only
532_lower,532,2020-01-28,2020-01-28 10:30:00-05:00,2020-02-25 10:30:00-05:00,lower,8923.632610169549,,532_lower,,,,,,,,,,,,,,,,,left_only
53_upper,53,2018-03-16,2018-03-16 10:30:00-04:00,2018-04-16 10:30:00-04:00,upper,7122.213355450758,,53_upper,,,,,,,,,,,,,,,,,left_only
548_upper,548,2020-02-19,2020-02-19 10:30:00-05:00,2020-03-18 10:30:00-04:00,upper,9784.821193707165,,548_upper,,,,,,,,,,,,,,,,,left_only
549_upper,549,2020-02-20,2020-02-20 10:30:00-05:00,2020-03-19 10:30:00-04:00,upper,9790.617064674248,,549_upper,,,,,,,,,,,,,,,,,left_only
54_upper,54,2018-03-19,2018-03-19 10:30:00-04:00,2018-04-17 10:30:00-04:00,upper,7024.671215944054,,54_upper,,,,,,,,,,,,,,,,,left_only
550_upper,550,2020-02-21,2020-02-21 10:30:00-05:00,2020-03-20 10:30:00-04:00,upper,9719.885135223292,,550_upper,,,,,,,,,,,,,,,,,left_only
551_upper,551,2020-02-24,2020-02-24 10:30:00-05:00,2020-03-23 10:30:00-04:00,upper,9298.629791623334,,551_upper,,,,,,,,,,,,,,,,,left_only
552_upper,552,2020-02-25,2020-02-25 10:30:00-05:00,2020-03-24 10:30:00-04:00,upper,9340.906761094822,,552_upper,,,,,,,,,,,,,,,,,left_only
553_upper,553,2020-02-26,2020-02-26 10:30:00-05:00,2020-03-25 10:30:00-04:00,upper,9113.742532007456,,553_upper,,,,,,,,,,,,,,,,,left_only
557_upper,557,2020-03-03,2020-03-03 10:30:00-05:00,2020-03-31 10:30:00-04:00,upper,9187.880815773851,,557_upper,,,,,,,,,,,,,,,,,left_only
558_upper,558,2020-03-04,2020-03-04 10:30:00-05:00,2020-04-01 10:30:00-04:00,upper,8958.546730042173,,558_upper,,,,,,,,,,,,,,,,,left_only
559_upper,559,2020-03-05,2020-03-05 10:30:00-05:00,2020-04-02 10:30:00-04:00,upper,8924.724250414783,,559_upper,,,,,,,,,,,,,,,,,left_only
55_upper,55,2018-03-20,2018-03-20 10:30:00-04:00,2018-04-18 10:30:00-04:00,upper,6966.166834415295,,55_upper,,,,,,,,,,,,,,,,,left_only
560_upper,560,2020-03-06,2020-03-06 10:30:00-05:00,2020-04-03 10:30:00-04:00,upper,8664.414989757224,,560_upper,,,,,,,,,,,,,,,,,left_only
561_lower,561,2020-03-09,2020-03-09 10:30:00-04:00,2020-04-06 10:30:00-04:00,lower,7595.5999259774835,2020-03-12 09:30:00-04:00,561_lower,561:lower,561.0,2020-03-09,2020-03-09 10:30:00-04:00,2020-04-06 10:30:00-04:00,2020-03-12,2020.0,lower,1.0,7595.5999259774835,2020-03-12 08:11:00-04:00,46.25,2020-03-12 15:00:00-04:00,True,True,True,both
562_upper,562,2020-03-10,2020-03-10 10:30:00-04:00,2020-04-07 10:30:00-04:00,upper,8463.595555526705,,562_upper,,,,,,,,,,,,,,,,,left_only
563_upper,563,2020-03-11,2020-03-11 10:30:00-04:00,2020-04-08 10:30:00-04:00,upper,8381.198294874092,,563_upper,,,,,,,,,,,,,,,,,left_only
566_upper,566,2020-03-16,2020-03-16 10:30:00-04:00,2020-04-14 10:30:00-04:00,upper,7684.401914829,2020-03-25 04:47:00-04:00,566_upper,566:upper,566.0,2020-03-16,2020-03-16 10:30:00-04:00,2020-04-14 10:30:00-04:00,2020-03-25,2020.0,upper,-1.0,7707.208066053039,2020-03-25 04:56:00-04:00,115.75,2020-03-25 15:00:00-04:00,True,True,True,both
568_lower,568,2020-03-18,2020-03-18 10:30:00-04:00,2020-04-16 10:30:00-04:00,lower,6605.541263498193,,568_lower,,,,,,,,,,,,,,,,,left_only
56_upper,56,2018-03-21,2018-03-21 10:30:00-04:00,2018-04-19 10:30:00-04:00,upper,6967.507701499644,,56_upper,,,,,,,,,,,,,,,,,left_only
571_lower,571,2020-03-23,2020-03-23 10:30:00-04:00,2020-04-21 10:30:00-04:00,lower,6634.161266753519,,571_lower,,,,,,,,,,,,,,,,,left_only
572_lower,572,2020-03-24,2020-03-24 10:30:00-04:00,2020-04-22 10:30:00-04:00,lower,7119.69630496239,,572_lower,,,,,,,,,,,,,,,,,left_only
573_lower,573,2020-03-25,2020-03-25 10:30:00-04:00,2020-04-23 10:30:00-04:00,lower,7163.346522705733,,573_lower,,,,,,,,,,,,,,,,,left_only
574_lower,574,2020-03-26,2020-03-26 10:30:00-04:00,2020-04-24 10:30:00-04:00,lower,7260.751487196375,,574_lower,,,,,,,,,,,,,,,,,left_only
579_lower,579,2020-04-02,2020-04-02 10:30:00-04:00,2020-05-01 10:30:00-04:00,lower,7207.393387640646,,579_lower,,,,,,,,,,,,,,,,,left_only
57_upper,57,2018-03-22,2018-03-22 10:30:00-04:00,2018-04-20 10:30:00-04:00,upper,6874.009219686544,,57_upper,,,,,,,,,,,,,,,,,left_only
580_lower,580,2020-04-03,2020-04-03 10:30:00-04:00,2020-05-04 10:30:00-04:00,lower,7393.410377172329,,580_lower,,,,,,,,,,,,,,,,,left_only
581_lower,581,2020-04-06,2020-04-06 10:30:00-04:00,2020-05-05 10:30:00-04:00,lower,7592.241299613883,,581_lower,,,,,,,,,,,,,,,,,left_only
583_lower,583,2020-04-08,2020-04-08 10:30:00-04:00,2020-05-07 10:30:00-04:00,lower,7898.203110087166,,583_lower,,,,,,,,,,,,,,,,,left_only
584_lower,584,2020-04-09,2020-04-09 10:30:00-04:00,2020-05-08 10:30:00-04:00,lower,8013.523974201107,,584_lower,,,,,,,,,,,,,,,,,left_only
585_lower,585,2020-04-13,2020-04-13 10:30:00-04:00,2020-05-11 10:30:00-04:00,lower,8010.400572789046,,585_lower,,,,,,,,,,,,,,,,,left_only
586_lower,586,2020-04-14,2020-04-14 10:30:00-04:00,2020-05-12 10:30:00-04:00,lower,8273.36071119173,,586_lower,,,,,,,,,,,,,,,,,left_only
592_lower,592,2020-04-22,2020-04-22 10:30:00-04:00,2020-05-20 10:30:00-04:00,lower,8381.572423260268,,592_lower,,,,,,,,,,,,,,,,,left_only
593_lower,593,2020-04-23,2020-04-23 10:30:00-04:00,2020-05-21 10:30:00-04:00,lower,8490.382761639554,,593_lower,,,,,,,,,,,,,,,,,left_only
594_lower,594,2020-04-24,2020-04-24 10:30:00-04:00,2020-05-22 10:30:00-04:00,lower,8445.712191634502,,594_lower,,,,,,,,,,,,,,,,,left_only
600_lower,600,2020-05-04,2020-05-04 10:30:00-04:00,2020-06-01 10:30:00-04:00,lower,8488.341694541881,,600_lower,,,,,,,,,,,,,,,,,left_only
601_lower,601,2020-05-05,2020-05-05 10:30:00-04:00,2020-06-02 10:30:00-04:00,lower,8749.110661854857,,601_lower,,,,,,,,,,,,,,,,,left_only
602_lower,602,2020-05-06,2020-05-06 10:30:00-04:00,2020-06-03 10:30:00-04:00,lower,8805.343417164524,,602_lower,,,,,,,,,,,,,,,,,left_only
608_lower,608,2020-05-14,2020-05-14 10:30:00-04:00,2020-06-11 10:30:00-04:00,lower,8714.946809133653,,608_lower,,,,,,,,,,,,,,,,,left_only
609_lower,609,2020-05-15,2020-05-15 10:30:00-04:00,2020-06-12 10:30:00-04:00,lower,8792.398473911056,,609_lower,,,,,,,,,,,,,,,,,left_only
60_upper,60,2018-03-27,2018-03-27 10:30:00-04:00,2018-04-25 10:30:00-04:00,upper,6900.395930744051,,60_upper,,,,,,,,,,,,,,,,,left_only
610_lower,610,2020-05-18,2020-05-18 10:30:00-04:00,2020-06-15 10:30:00-04:00,lower,9112.787371555882,,610_lower,,,,,,,,,,,,,,,,,left_only
617_lower,617,2020-05-27,2020-05-27 10:30:00-04:00,2020-06-24 10:30:00-04:00,lower,9157.818301663168,,617_lower,,,,,,,,,,,,,,,,,left_only
618_lower,618,2020-05-28,2020-05-28 10:30:00-04:00,2020-06-25 10:30:00-04:00,lower,9242.071948313876,,618_lower,,,,,,,,,,,,,,,,,left_only
619_lower,619,2020-05-29,2020-05-29 10:30:00-04:00,2020-06-26 10:30:00-04:00,lower,9264.922279433831,,619_lower,,,,,,,,,,,,,,,,,left_only
620_lower,620,2020-06-01,2020-06-01 10:30:00-04:00,2020-06-29 10:30:00-04:00,lower,9384.324041946536,2020-06-15 02:05:00-04:00,620_lower,620:lower,620.0,2020-06-01,2020-06-01 10:30:00-04:00,2020-06-29 10:30:00-04:00,2020-06-15,2020.0,lower,1.0,9384.324041946536,2020-06-15 02:44:00-04:00,130.0,2020-06-15 15:00:00-04:00,True,True,True,both
621_lower,621,2020-06-02,2020-06-02 10:30:00-04:00,2020-07-01 10:30:00-04:00,lower,9460.75459174655,2020-06-15 01:36:00-04:00,621_lower,621:lower,621.0,2020-06-02,2020-06-02 10:30:00-04:00,2020-07-01 10:30:00-04:00,2020-06-15,2020.0,lower,1.0,9460.75459174655,2020-06-15 01:37:00-04:00,57.75,2020-06-15 15:00:00-04:00,True,True,True,both
622_lower,622,2020-06-03,2020-06-03 10:30:00-04:00,2020-07-02 10:30:00-04:00,lower,9547.787564090238,2020-06-12 13:45:00-04:00,622_lower,622:lower,622.0,2020-06-03,2020-06-03 10:30:00-04:00,2020-07-02 10:30:00-04:00,2020-06-12,2020.0,lower,1.0,9547.787564090238,2020-06-12 13:38:00-04:00,117.5,2020-06-12 15:00:00-04:00,False,True,True,both
623_lower,623,2020-06-04,2020-06-04 10:30:00-04:00,2020-07-03 10:30:00-04:00,lower,9550.24564624185,2020-06-12 13:40:00-04:00,623_lower,623:lower,623.0,2020-06-04,2020-06-04 10:30:00-04:00,2020-07-03 10:30:00-04:00,2020-06-12,2020.0,lower,1.0,9550.24564624185,2020-06-12 13:38:00-04:00,117.5,2020-06-12 15:00:00-04:00,False,True,True,both
624_lower,624,2020-06-05,2020-06-05 10:30:00-04:00,2020-07-06 10:30:00-04:00,lower,9510.435275913753,2020-06-12 13:52:00-04:00,624_lower,624:lower,624.0,2020-06-05,2020-06-05 10:30:00-04:00,2020-07-06 10:30:00-04:00,2020-06-12,2020.0,lower,1.0,9510.435275913753,2020-06-12 13:48:00-04:00,117.5,2020-06-12 15:00:00-04:00,False,True,True,both
629_lower,629,2020-06-12,2020-06-12 10:30:00-04:00,2020-07-13 10:30:00-04:00,lower,9598.269858005584,2020-06-12 11:04:00-04:00,629_lower,629:lower,629.0,2020-06-12,2020-06-12 10:30:00-04:00,2020-07-13 10:30:00-04:00,2020-06-12,2020.0,lower,1.0,9585.519858005584,2020-06-12 11:19:00-04:00,196.75,2020-06-12 15:00:00-04:00,False,True,True,both
629_upper,629,2020-06-12,2020-06-12 10:30:00-04:00,2020-07-13 10:30:00-04:00,upper,9998.480141994416,2020-06-16 08:57:00-04:00,629_upper,629:upper,629.0,2020-06-12,2020-06-12 10:30:00-04:00,2020-07-13 10:30:00-04:00,2020-06-17,2020.0,upper,-1.0,10004.855141994416,2020-06-17 03:27:00-04:00,48.0,2020-06-17 15:00:00-04:00,True,True,True,both
630_lower,630,2020-06-15,2020-06-15 10:30:00-04:00,2020-07-14 10:30:00-04:00,lower,9297.610974477146,,630_lower,,,,,,,,,,,,,,,,,left_only
640_lower,640,2020-06-29,2020-06-29 10:30:00-04:00,2020-07-28 10:30:00-04:00,lower,9603.93705167604,,640_lower,,,,,,,,,,,,,,,,,left_only
641_lower,641,2020-07-01,2020-07-01 10:30:00-04:00,2020-07-29 10:30:00-04:00,lower,9987.38238690348,,641_lower,,,,,,,,,,,,,,,,,left_only
642_lower,642,2020-07-02,2020-07-02 10:30:00-04:00,2020-07-30 10:30:00-04:00,lower,10229.408888566624,,642_lower,,,,,,,,,,,,,,,,,left_only
643_lower,643,2020-07-03,2020-07-03 10:30:00-04:00,2020-07-31 10:30:00-04:00,lower,10233.159159656196,,643_lower,,,,,,,,,,,,,,,,,left_only
64_lower,64,2018-04-03,2018-04-03 10:30:00-04:00,2018-05-01 10:30:00-04:00,lower,6285.690177343364,,64_lower,,,,,,,,,,,,,,,,,left_only
650_lower,650,2020-07-14,2020-07-14 10:30:00-04:00,2020-08-11 10:30:00-04:00,lower,10150.919442940378,,650_lower,,,,,,,,,,,,,,,,,left_only
658_lower,658,2020-07-24,2020-07-24 10:30:00-04:00,2020-08-21 10:30:00-04:00,lower,10159.20149612234,,658_lower,,,,,,,,,,,,,,,,,left_only
659_lower,659,2020-07-27,2020-07-27 10:30:00-04:00,2020-08-24 10:30:00-04:00,lower,10349.590477846616,,659_lower,,,,,,,,,,,,,,,,,left_only
65_lower,65,2018-04-04,2018-04-04 10:30:00-04:00,2018-05-02 10:30:00-04:00,lower,6249.814089821841,,65_lower,,,,,,,,,,,,,,,,,left_only
660_lower,660,2020-07-28,2020-07-28 10:30:00-04:00,2020-08-25 10:30:00-04:00,lower,10433.07049604614,,660_lower,,,,,,,,,,,,,,,,,left_only
661_lower,661,2020-07-29,2020-07-29 10:30:00-04:00,2020-08-26 10:30:00-04:00,lower,10432.428007702296,,661_lower,,,,,,,,,,,,,,,,,left_only
662_lower,662,2020-07-30,2020-07-30 10:30:00-04:00,2020-08-27 10:30:00-04:00,lower,10378.029131480846,,662_lower,,,,,,,,,,,,,,,,,left_only
663_lower,663,2020-07-31,2020-07-31 10:30:00-04:00,2020-08-28 10:30:00-04:00,lower,10597.698086846864,,663_lower,,,,,,,,,,,,,,,,,left_only
664_lower,664,2020-08-03,2020-08-03 10:30:00-04:00,2020-08-31 10:30:00-04:00,lower,10835.179760076684,,664_lower,,,,,,,,,,,,,,,,,left_only
670_lower,670,2020-08-11,2020-08-11 10:30:00-04:00,2020-09-08 10:30:00-04:00,lower,10820.360669405498,,670_lower,,,,,,,,,,,,,,,,,left_only
671_lower,671,2020-08-12,2020-08-12 10:30:00-04:00,2020-09-09 10:30:00-04:00,lower,10762.74989620308,,671_lower,,,,,,,,,,,,,,,,,left_only
